EAST,NORTH,RL,HOLEID,PL_CU,lookup_domain
2698.15,310.49,315.78,870589,0.083,3121
2723.22,352.18,315.91,870594,0.083,3121
2748.41,354.06,315.42,870595,0.059,3521
1328.43,717.83,267.32,870600,0.633,2310
1388.21,711.54,267.36,870608,0.635,3310
1134.4,697.76,264.96,870615,0.42,2310
1136.86,675.28,265.42,870618,0.393,2310
1371.51,675.74,267.49,870621,0.435,3310
1332.86,671.77,267.59,870623,0.432,2310
1234.14,673.67,266.67,870628,0.597,2310
1253.69,687.36,266.77,870630,0.628,2310
1273.9,677.28,267.06,870631,0.55,2310
2650.77,742.51,268.18,870766,0.372,3521
1841.23,502.02,269.36,870769,0.568,3310
1853.3,521.61,269.55,870770,0.472,3310
1875.68,521.61,269.49,870772,0.689,3310
1921.02,521.38,269.13,870776,0.563,3310
1943.2,520.1,268.96,870778,0.559,3310
2009.89,518.39,269.36,870791,0.685,3310
1965.93,558.58,270.93,870815,0.591,3310
1979.38,575.94,271.69,870816,0.593,3310
2089.95,577.38,271.13,870825,0.691,3310
2134.96,575.77,270.77,870829,0.689,3310
2828.07,567.24,267.39,870836,0.12,3026
2652.02,482.5,268.54,870849,0.086,3221
2008.09,424.86,269.62,870871,0.589,3310
2669.64,691.65,268.73,870876,0.446,3026
2842.41,772.2,264.93,870901,0.304,3026
2884.24,705.76,266.99,870911,0.131,3521
2920.23,796.67,265.09,870932,0.134,3026
2957.8,819.97,264.6,870934,0.196,3026
2939.88,762.68,265.58,870948,0.118,3026
2978.43,764.23,265.49,870966,0.266,3026
2924.23,638.5,267.55,870986,0.116,3521
2999.46,731.35,265.81,870995,0.23,3026
1330.3,694.31,267.45,870601,0.671,2310
1312.29,681.02,267.52,870622,0.381,2310
1551.3,705.79,267.29,870641,0.64,3310
1679.19,585.16,268.54,870665,0.526,3310
1583.65,560.68,268.34,870674,0.587,3310
1628.43,553.04,268.27,870676,0.562,3310
1377.41,555.2,267.72,870697,0.535,3310
1822.2,736.31,267.49,870707,0.555,3310
1876.82,637.09,269.98,870727,0.585,3310
1944.34,636.31,269.49,870730,0.655,3310
2011.73,596.97,269.88,870736,0.684,3310
2700.91,785.49,266.8,870760,0.226,3521
2675.48,742.44,268.24,870762,0.403,3521
2021.67,498.9,269.16,870784,0.627,3310
2164.46,477.41,268.77,870796,0.989,3521
1887.26,540.18,269.42,870801,0.578,3310
1954.58,538.93,269.23,870804,0.605,3310
2078.79,556.78,271.06,870824,0.502,3310
2603.04,482.93,267.88,870851,0.134,3221
2178.86,487.26,268.8,870869,0.479,3521
2057.6,423.74,268.67,870873,1.033,3310
2708.39,691.59,268.44,870879,0.237,3521
2941.33,718.98,265.95,870915,0.126,3026
2884.37,555.27,365.39,864021,0.165,3521
2926.2,382.07,366.63,864032,0.103,3521
3244.44,741.13,364.14,864068,0.118,3026
3263.5,752.78,364.34,864069,0.142,3210
2749.27,689.85,268.37,870922,0.218,3521
2804.32,725.45,267.09,870925,0.282,3521
2808.52,658.81,268.44,870949,0.195,3521
2845.23,681.52,267.03,870951,0.264,3521
2922.26,706.32,266.9,870970,0.149,3026
2980.53,741.72,265.45,870973,0.174,3026
2998.97,753.37,265.62,870974,0.32,3026
2886.08,614.88,267.55,870981,0.146,3521
3001.56,708.09,266.21,870991,0.172,3026
2960.68,707.86,266.31,870993,0.12,3026
2980.33,719.18,265.72,870994,0.151,3026
3074.76,823.64,264.63,870998,0.221,3026
3300.58,797.1,266.34,871004,0.133,3026
3315.01,806.35,266.24,871005,0.131,3026
3163.14,827.05,364.6,864083,0.187,3521
3145.52,770.62,365.42,864089,0.23,3026
1773.48,259.37,365.26,864188,0.587,3210
1457.63,615.28,316.6,864219,0.644,3310
1471.97,632.14,316.27,864221,0.646,3310
1516.1,624.82,316.44,864226,0.587,3310
1502.09,607.63,316.24,864227,0.634,3310
1354.68,612.59,316.73,864234,0.705,3310
1443.2,597.76,316.73,864238,0.613,3310
1465.57,594.38,316.77,864243,0.417,3310
1635.22,585.35,315.68,864246,0.504,3310
1665.21,560.85,315.55,864265,0.528,3310
1969.25,610.62,316.34,864279,0.642,3310
1946.41,611.4,315.88,864280,0.853,3310
1901.96,611.47,315.58,864282,0.689,3310
1935.06,591.92,315.91,864289,0.695,3310
1867.77,593.03,314.83,864292,0.539,3310
3017.8,765.11,265.29,870931,0.276,3026
2938.01,807.7,264.83,870933,0.123,3026
2977.05,809.11,264.63,870941,0.124,3026
2996.54,821.44,264.34,870942,0.347,3026
2941.16,718.06,266.14,870971,0.135,3026
2847.03,613.7,267.72,870977,0.274,3521
2866.39,626.23,267.88,870978,0.2,3521
2866.88,603.01,267.39,870980,0.161,3521
2906.55,626.36,267.88,870982,0.125,3521
3286.04,787.98,266.27,871003,0.136,3026
3005.01,563.37,266.9,871040,0.169,3521
2945.16,505.01,267.62,871052,0.121,3026
1469.93,699.33,267.65,870636,0.613,3310
1595.36,698.51,267.22,870648,0.591,3310
1609.4,715.44,266.96,870650,0.538,3310
1617.54,694.44,267.42,870651,0.442,3310
1631.81,711.96,267.03,870654,0.497,3310
1620.66,574.99,268.04,870668,0.531,3310
1561.96,565.11,268.47,870673,0.595,3310
1421.05,608.19,268.37,870687,0.576,3310
1406.52,590.67,268.34,870691,0.533,3310
1207.4,750.45,265.55,870699,0.763,2310
1488.31,536.93,267.13,870702,0.479,3310
1857.11,753.83,266.6,870711,0.396,3310
2158.02,613.77,269.32,870757,0.527,3321
1829.51,521.67,269.91,870768,0.597,3310
1886.63,501.56,269.19,870773,0.605,3310
1931.68,500.64,268.64,870777,0.558,3310
2111.7,497.89,269.72,870788,1.266,3310
2134.14,496.94,269.91,870789,1.241,3310
2156.32,496.97,269.82,870790,0.917,3321
2122.95,517.05,270.47,870797,2.774,3310
1955.96,576.07,271.75,870814,0.686,3310
2123.77,556.65,270.67,870828,1.157,3310
2803.5,610.58,266.9,870834,0.157,3521
2777.55,481.02,268.7,870841,0.08,3521
2752.58,481.32,268.64,870843,0.07,3521
2066.62,498.77,269.39,870786,0.609,3310
1864.42,540.11,269.85,870800,0.54,3310
1976.46,539.23,269.62,870805,0.602,3310
2066.65,537.42,269.65,870809,0.672,3310
2112.19,536.9,269.98,870811,0.934,3310
2023.05,577.68,271.56,870819,0.549,3310
2044.9,576.07,271.33,870821,0.552,3310
2067.77,576.3,271.49,870823,0.538,3310
2112.85,576.53,270.93,870827,0.635,3310
2790.54,502.87,268.18,870840,0.054,3521
2716.13,502.74,269.65,870845,0.116,3521
2676.89,482.24,268.73,870848,0.075,3221
2577.38,483.52,268.24,870852,0.162,3221
2203.14,575.05,269.13,870859,0.55,3321
2215.51,553.33,268.77,870860,0.26,3321
2202.38,531.78,268.8,870863,0.3,3221
2227.68,531.75,268.67,870864,0.376,3221
2108.19,423.71,268.08,870875,1.385,3521
2725.81,745.23,267.72,870887,0.286,3521
2785.09,736.6,266.73,870893,0.281,3521
2803.4,770.69,265.65,870894,0.201,3026
2860.09,828.96,264.67,870904,0.217,3026
2922.26,729.48,266.11,870909,0.136,3026
546.48,816.1,212.37,871518,0.718,2310
556.81,829.22,212.07,871519,0.606,2310
582.89,808.78,211.68,871521,0.63,2310
616.42,791.78,211.52,871523,0.591,2310
2191.03,597.07,269.23,870858,0.661,3321
2033.45,424.13,269.42,870872,0.683,3310
2084.17,424.33,268.37,870874,1.072,3310
2687.62,721.71,268.34,870880,0.448,3521
2784.27,758.88,266.14,870892,0.207,3521
2840.96,816.98,264.96,870899,0.236,3210
2860.62,806.19,264.27,870905,0.175,3026
2960.49,730.76,265.68,870914,0.218,3026
2921.77,707.27,266.77,870916,0.137,3026
2766.52,701.66,267.49,870923,0.269,3521
2826.07,670.3,267.59,870950,0.836,3521
2956.65,778.43,265.32,870958,0.317,3026
3017.31,788.04,264.96,870975,0.358,3026
3023.81,569.57,267.09,871037,0.163,3521
2915.37,495.46,267.85,871056,0.166,3026
2979.48,742.18,265.42,870913,0.262,3026
2999.76,731.15,265.72,870919,0.268,3026
2958.42,797.56,264.9,870940,0.182,3026
2921.67,728.5,266.21,870955,0.115,3026
3036.7,821.38,264.67,870962,0.258,3026
2903.2,694.31,267.06,870969,0.146,3521
3036.54,799.17,264.96,870976,0.208,3026
2942.54,672.79,267.26,870988,0.135,3521
3019.21,720.16,266.17,870992,0.214,3026
3019.02,742.77,265.85,870996,0.23,3026
2995.56,545.49,267.32,871043,0.132,3521
2988.44,539.75,267.68,871044,0.155,3026
2931.29,493.39,267.45,871054,0.074,3521
2887.26,477.25,267.85,871060,0.264,3521
2902.45,486.5,267.82,871062,0.206,3521
650.05,774.59,211.81,871525,0.621,2310
2038.37,381.29,315.88,861004,0.582,3310
1800.84,363.04,316.73,861016,0.378,3210
1533.68,442.97,316.44,861018,0.554,3310
1631.35,429.91,316.17,861022,0.489,3310
1574.4,403.5,315.88,861030,0.459,3310
1558.94,384.34,315.29,861036,0.625,3310
1632.93,371.94,315.52,861039,0.377,3310
1657.4,367.83,315.85,861040,0.487,3310
1534.17,388.41,315.65,861043,0.464,3310
2148.35,318.69,315.45,861094,0.827,3310
1878.76,572.79,314.53,864300,0.524,3310
1934.73,553.04,315.52,864306,0.634,3310
1561.01,319.44,365.95,864316,0.503,3210
1593.92,300.54,365.95,864319,0.528,3210
1762.26,239.68,364.67,864322,0.508,3310
1739.72,240.11,364.73,864323,0.501,3210
1638.57,261.01,365.09,864332,0.472,3310
2133.42,254.22,364.99,864355,0.505,3310
2189.91,273.22,364.9,864361,0.617,3310
2166.69,234.21,364.96,864363,0.531,3310
2155.89,254.28,365.09,864366,0.584,3310
2200.35,214.46,365.55,864371,0.585,3310
2222.69,213.86,364.34,864372,0.556,3310
2256.35,194.25,364.24,864386,0.3,3210
2776.73,350.81,366.5,864405,0.049,3521
2822.69,349.86,367.03,864410,0.068,3521
2741.36,706.97,317.09,864436,0.27,3521
2757.47,786.63,316.57,864439,0.314,3026
2777.51,776.07,316.57,864445,0.202,3026
2779.55,731.09,315.12,864451,0.257,3026
2904.38,731.38,316.01,864454,0.545,3026
2836.47,767.47,315.45,864456,0.285,3026
2838.57,722.2,316.11,864477,0.202,3026
2877.35,723.54,316.31,864484,0.176,3026
2888.6,491.92,268.44,871061,0.18,3521
2411.4,379.06,314.76,872010,0.196,3521
2374.76,359.27,314.4,872015,0.427,3521
2935.35,737.26,315.68,872045,0.27,3026
2973.25,761.34,315.78,872047,0.373,3026
2955.14,727.18,316.21,872054,0.362,3026
2942.38,557.3,318.73,872065,0.139,3521
3038.27,594.77,317.36,872080,0.189,3210
3095.46,630.93,316.6,872085,0.364,3210
1570.23,537.36,315.52,864507,0.429,3310
1747.89,507.66,314.47,864514,0.497,3310
1725.51,511.24,314.44,864515,0.557,3310
498.44,782.2,316.77,864521,0.601,2310
637.95,709.07,316.27,864540,0.527,2310
599.53,684.86,315.58,864544,0.529,2310
658.55,676.23,315.26,864551,0.774,2310
597.07,752.61,316.93,864558,0.761,2310
578.73,718.03,315.95,864565,0.648,2310
811.7,686.93,315.91,864568,0.59,2310
735.45,701.76,315.19,864571,0.637,2310
699.46,632.83,315.58,864585,0.585,2310
774.76,662.09,314.8,864587,0.659,2310
758.62,626.53,314.7,864593,0.608,2310
1225.38,563.11,314.83,864603,0.48,2310
1166.0,568.92,312.57,864607,0.472,2310
1644.8,504.71,315.22,864620,0.663,3310
1511.5,527.25,316.4,864626,0.487,3310
1489.23,531.25,316.21,864627,0.509,3310
1386.27,528.17,315.91,864638,0.688,3310
1327.68,518.2,316.11,864647,0.575,3310
1305.37,522.13,316.57,864648_REMOVE,0.457,2310
2991.69,773.51,314.96,872048,0.362,3026
3107.01,822.95,315.72,872107,0.186,3026
1021.18,570.26,315.68,872117,0.694,2310
1505.1,488.54,316.47,864651,0.502,3310
1402.05,486.37,315.85,864658,0.542,3310
1585.91,494.84,316.01,864665,0.622,3310
2046.44,512.52,316.44,864684,0.509,3310
1350.64,666.65,315.55,864693,0.581,3310
1317.9,599.17,316.83,864706,0.658,2310
1283.29,525.71,316.6,864722,0.472,2310
1289.55,508.45,316.34,864724,0.547,2310
2682.6,191.59,364.11,864744,0.225,3521
2694.77,251.5,365.03,864746,0.073,3121
2683.06,231.65,364.37,864747,0.097,3121
2612.62,268.16,364.17,864765,0.105,3521
2362.03,547.23,317.19,864785,0.18,3221
2327.15,450.05,316.27,864793,0.266,3221
2338.64,469.51,317.42,864794,0.42,3221
2373.05,527.61,317.06,864797,0.156,3221
2384.37,507.73,317.39,864803,0.174,3221
2127.74,647.82,317.13,864826,0.598,3310
2127.84,686.9,316.31,864827,1.004,3310
2172.17,647.23,316.67,864835,0.751,3321
2473.58,467.87,316.63,864840,0.176,3221
2507.93,526.2,316.31,864843,0.376,3221
2705.33,638.14,317.16,864850,1.459,3521
2173.71,361.24,315.39,861097,1.333,3310
2210.65,295.85,315.65,861102,0.627,3310
2223.87,360.75,316.01,861114,0.599,3521
2198.25,317.74,315.65,861116,0.647,3310
1737.95,342.28,316.6,861157,0.343,3210
1761.93,340.9,316.96,861158,0.467,3210
1252.09,440.24,315.75,861186,0.581,2310
1232.07,423.84,315.26,861188,0.575,2310
1137.55,498.58,315.16,861201,0.589,2310
1144.21,429.65,315.06,861204,0.498,2310
1048.41,518.82,315.65,861215,0.632,2310
1051.0,494.05,315.98,861216,0.767,2310
1073.77,483.71,315.68,861217,0.649,2310
3247.82,726.89,316.01,861256,0.157,3026
3323.71,775.77,315.62,861269,0.136,3026
3366.95,797.72,314.21,861271,0.166,3026
2348.54,358.88,315.03,872014,0.283,3521
2897.2,713.27,316.14,872043,0.118,3026
2897.89,691.29,316.7,872051,0.157,3026
3050.51,786.8,315.68,872059,0.326,3026
3089.32,788.24,315.81,872063,0.291,3026
2999.43,593.29,317.36,872068,0.135,3210
3056.52,629.61,316.17,872071,0.221,3210
3152.58,667.05,315.58,872088,0.183,3026
1028.33,503.69,315.06,872120,0.68,2310
1001.3,563.44,315.39,872126,0.668,2310
2172.82,570.03,316.24,864879,1.055,3321
2418.82,605.17,317.65,864904,0.267,3221
2385.16,585.91,317.98,864908,0.269,3221
2721.71,503.17,318.7,864919,0.068,3521
2654.09,504.32,317.26,864922,0.111,3521
2631.65,504.81,317.42,864923,0.16,3521
2834.53,541.0,319.03,864925,0.081,3026
2879.45,540.47,319.13,864927,0.207,3521
2732.89,522.85,318.31,864934,0.087,3521
2845.43,521.57,319.16,864939,0.345,3521
2506.94,447.69,316.86,864943,0.142,3221
2585.91,466.59,316.37,864965,0.176,3221
2574.3,446.87,316.37,864967,0.141,3221
2630.93,465.83,317.13,864972,0.257,3221
2675.94,465.05,318.04,864974,0.081,3521
2542.47,583.85,316.99,864980,0.326,3221
1926.46,405.2,316.27,864987,0.038,3310
1925.64,361.27,315.85,864993,0.407,3210
1975.71,360.42,315.98,865000,0.405,3310
527.84,818.43,212.3,871516,0.749,2310
600.15,800.71,211.68,871522,0.777,2310
3380.6,811.47,314.14,861272,0.184,3026
2563.5,412.72,315.68,861407,0.123,3221
2524.46,400.12,315.29,861410,0.145,3221
2448.22,314.55,314.73,861428,0.278,3521
2424.59,402.09,314.37,872009,0.28,3521
2450.28,402.71,313.94,872011,0.278,3221
2324.53,359.53,314.93,872013,0.405,3521
2878.14,701.23,316.27,872042,0.148,3026
2915.83,725.28,315.85,872044,0.219,3026
2954.12,749.3,315.62,872046,0.392,3026
2994.15,751.04,315.91,872056,0.273,3026
3031.65,775.18,315.98,872058,0.365,3026
3037.45,617.38,316.8,872070,0.144,3210
3000.48,571.28,318.08,872078,0.11,3210
3057.63,606.81,316.7,872081,0.148,3210
3094.61,653.3,316.54,872083,0.335,3210
3076.33,618.95,316.4,872084,0.213,3210
3114.69,642.97,316.54,872086,0.425,3210
1731.32,305.17,315.88,872114,0.511,3210
1023.38,554.42,315.32,872118,0.664,2310
1026.14,529.68,315.22,872119,0.583,2310
1053.43,469.15,315.45,872123,0.664,2310
692.97,818.39,261.94,861490,0.763,2310
752.97,787.06,261.45,861503,0.689,2310
851.73,757.17,262.4,861512,0.622,2310
993.52,740.6,263.78,861527,1.057,2310
1034.8,722.03,264.21,861529,0.976,2310
1073.41,725.28,264.57,861530,0.701,2310
1114.49,707.11,265.52,861532,0.854,2310
968.92,794.28,263.45,861584,0.454,2310
913.86,755.43,263.55,861597,0.386,2310
915.9,732.76,263.42,861599,0.357,2310
995.69,718.0,263.65,861603,0.801,2310
1036.5,699.59,264.07,861605,0.762,2310
1175.77,679.09,267.06,861616,0.69,2310
1296.41,645.66,268.64,861633,0.606,2310
1278.04,632.57,268.67,861637,0.598,2310
1220.98,615.67,268.31,861641,0.531,2310
1120.75,639.75,265.65,861647,0.547,2310
1202.78,602.51,267.85,861651,0.448,2310
2371.9,397.85,314.57,872005,0.213,3521
2362.13,380.83,314.47,872006,0.018,3521
2396.77,397.53,314.11,872007,0.176,3521
2386.83,380.5,314.63,872008,0.318,3521
2860.06,666.62,316.73,872040,0.278,3026
3069.31,799.1,315.52,872061,0.298,3026
3113.77,665.34,316.24,872089,0.492,3026
3147.26,801.96,316.24,872103,0.171,3026
3131.75,813.01,316.04,872104,0.207,3026
1031.09,479.55,315.39,872124,0.777,2310
998.71,576.69,315.29,872125,0.624,2310
490.64,822.76,212.66,871512,0.622,2310
2686.8,376.76,316.4,872346,0.06,3121
2674.72,397.99,316.11,872340,0.063,3121
2636.5,376.96,315.98,872344,0.083,3121
2635.62,290.44,315.09,872357,0.158,3521
2585.68,291.23,314.86,872365,0.23,3521
2586.14,334.53,314.34,872367,0.138,3521
1544.7,666.92,269.26,861655,0.638,3310
1605.01,617.51,268.73,861674,0.533,3310
1613.01,596.02,269.13,861676,0.517,3310
1635.06,592.31,269.0,861677,0.485,3310
1517.41,572.39,269.29,861681,0.452,3310
1297.0,549.82,269.26,861699,0.538,2310
1465.18,600.97,269.13,861712,0.554,3310
2138.96,807.5,268.9,861765,0.963,3210
2104.06,751.89,269.06,861776,0.533,3210
2204.32,692.11,269.82,861789,0.518,3321
2263.01,769.11,269.55,861807,0.312,3321
2291.52,765.95,268.6,861812,0.319,3321
2322.6,749.28,268.88,861819,0.323,3221
2304.86,831.5,269.09,861821,0.353,3521
2349.33,748.32,268.73,861825,0.353,3521
1746.41,450.68,269.46,861892,0.581,3310
1896.64,448.87,271.0,861904,0.486,3310
2639.42,413.7,315.91,872333,0.071,3121
2590.44,413.31,315.85,872335,0.086,3221
2917.18,703.5,316.67,872052,0.177,3026
2974.4,739.0,316.17,872055,0.312,3026
3050.35,809.17,315.26,872060,0.189,3026
2923.44,545.3,319.19,872064,0.296,3521
849.89,802.55,261.19,872429,0.713,2310
1028.07,789.19,263.94,872444,0.837,2310
1009.57,775.68,264.01,872445,0.919,2310
1171.31,723.87,265.68,872457,0.679,2310
1191.85,714.68,266.17,872458,0.603,2310
1040.57,654.68,263.29,872546,0.641,2310
1204.48,580.5,266.86,872554,0.493,2310
1509.3,593.88,268.47,872559,0.565,3310
1532.2,590.08,268.73,872560,0.53,3310
1677.74,644.38,268.9,872563,0.489,3310
1706.52,679.35,269.32,872572,0.542,3310
1720.72,697.0,268.93,872577,0.608,3310
1663.77,627.28,268.93,872582,0.478,3310
522.03,822.2,261.22,872601,0.655,2310
543.92,810.62,261.45,872604,0.692,2310
698.22,754.68,261.65,872617,0.745,2310
2699.23,397.99,316.08,872342,0.087,3521
2698.87,354.42,316.77,872350,0.065,3121
2673.44,311.57,316.17,872352,0.073,3121
2660.65,290.14,314.96,872353,0.083,3521
2674.1,355.07,316.5,872354,0.129,3121
2648.51,312.03,315.55,872356,0.152,3121
2623.38,312.26,315.12,872360,0.093,3521
868.85,814.52,261.61,872432,0.721,2310
946.8,818.03,262.7,872433,0.668,2310
1071.05,748.08,264.9,872450,0.801,2310
1212.32,705.24,266.5,872459,0.593,2310
1210.06,727.48,266.27,872460,0.553,2310
1102.38,626.56,265.03,872549,0.628,2310
580.17,660.35,315.03,865081,0.629,2310
599.53,650.22,315.16,865084,0.709,2310
615.6,641.52,315.35,865086,0.625,2310
617.05,623.28,315.68,865087,0.648,2310
631.84,634.14,315.35,865088,0.618,2310
699.76,582.01,315.42,865098,0.588,2310
749.72,558.52,314.14,865122,0.658,2310
832.6,538.54,313.45,865135,0.672,2310
849.49,530.89,313.62,865136,0.732,2310
843.98,498.41,313.35,865147,0.575,2310
1481.22,308.09,314.9,865163,0.468,3310
1548.02,312.95,314.44,865171,0.479,3310
1526.07,268.06,314.53,865193,0.433,3310
1562.42,262.26,314.67,865197,0.471,3310
1360.65,338.44,314.24,865198,0.47,3310
1317.18,335.65,314.83,865202,0.497,3310
2042.05,287.59,314.17,865213,0.598,3310
2068.69,271.64,313.88,865216,0.533,3310
2611.77,377.09,315.95,872343,0.105,3121
2661.67,376.53,315.98,872345,0.071,3121
2738.01,409.17,315.91,872347,0.055,3521
2598.25,312.59,315.39,872364,0.166,3521
2573.41,313.04,314.9,872368,0.19,3521
1011.73,753.53,263.62,872452,1.049,2310
1288.04,735.72,267.29,872466,0.734,2310
1290.34,712.62,267.55,872468,0.602,2310
1271.08,700.12,266.99,872471,0.739,2310
2662.81,410.85,315.91,872337,0.067,3121
2684.21,405.86,316.21,872339,0.047,3121
2611.11,334.11,314.53,872363,0.113,3521
810.06,823.31,261.22,872421,0.638,2310
927.05,828.43,262.34,872434,0.801,2310
887.95,826.69,261.91,872437,0.737,2310
3018.75,605.33,316.96,872069,0.213,3210
2981.12,558.81,318.64,872077,0.108,3521
3076.82,640.31,316.14,872082,0.371,3210
3132.7,677.51,315.58,872090,0.163,3026
1046.64,543.95,315.16,872115,0.629,2310
1038.6,559.27,315.22,872116,0.599,2310
1076.33,458.48,315.39,872122,0.776,2310
1610.88,464.42,268.24,861917,0.448,3310
1563.67,406.91,268.11,861941,0.513,3310
1758.32,385.55,269.39,861950,0.5,3210
2624.56,399.07,315.95,872334,0.085,3121
2599.13,399.33,315.88,872336,0.085,3121
848.71,825.05,261.19,872428,0.668,2310
909.3,793.62,262.4,872443,0.785,2310
2560.39,291.72,315.16,872369,0.212,3521
830.14,812.98,261.19,872425,0.708,2310
1050.64,757.2,264.4,872448,0.83,2310
1150.68,733.09,264.44,872454,0.818,2310
1153.2,710.62,265.52,872455,0.712,2310
1248.64,731.45,266.9,872463,0.813,2310
1264.39,574.92,267.45,872557,0.514,2310
1684.6,683.19,268.96,872566,0.495,3310
1692.05,661.24,268.96,872567,0.612,3310
1691.23,719.21,268.04,872570,0.401,3310
1685.78,623.48,269.19,872583,0.502,3310
565.34,823.67,262.04,872607,0.637,2310
741.85,756.35,262.5,872622,0.699,2310
785.91,734.4,262.93,872628,0.63,2310
1163.73,598.64,266.6,872552,0.577,2310
1184.07,589.62,266.9,872553,0.445,2310
1752.55,612.39,270.24,872585,0.625,3310
1649.33,609.67,268.73,872588,0.549,3310
1693.65,602.38,269.03,872590,0.472,3310
