EAST,NORTH,RL,HOLEID,PL_CU,lookup_domain
713.31,777.94,365.62,828115,0.795,2310
692.7,788.77,365.42,828117,0.893,2310
673.41,776.96,365.03,828118,0.663,2310
611.21,831.55,365.35,828125,0.637,2310
591.95,819.02,365.78,828126,0.63,2310
551.86,817.57,366.44,828138,0.726,2310
572.26,806.97,365.39,828139,0.599,2310
694.51,742.93,365.39,828145,0.727,2310
755.73,710.98,366.17,828148,0.614,2310
552.87,794.61,365.62,828155,0.57,2310
756.52,687.72,366.04,828165,0.594,2310
716.85,686.21,365.75,828177,0.609,2310
616.06,716.82,364.34,828185,0.634,2310
3591.1,773.61,466.47,833672,0.371,3210
3751.23,691.65,465.19,833740,0.648,3210
4030.66,827.09,464.37,833887,0.108,3521
3969.31,728.1,463.91,833896,0.081,3521
3813.34,637.45,463.58,833909,0.613,3210
3867.87,696.51,463.32,833918,0.174,3521
3793.23,625.71,464.04,833921,0.25,3210
3716.82,598.77,464.76,833932,0.205,3210
313.21,807.76,365.78,828243,0.659,2310
415.14,754.28,365.32,828248,0.521,2310
599.53,635.12,365.45,828270,0.812,2310
760.16,618.39,366.08,828288,0.757,2310
858.29,657.7,365.49,828293,0.625,2310
779.94,608.22,365.78,828299,0.598,2310
2908.68,421.28,516.11,828330,0.097,3110
2907.89,443.1,514.96,828341,0.172,3110
3021.71,470.98,515.29,828356,0.25,3110
3110.22,595.36,513.75,828366,0.202,3026
3148.25,620.1,513.78,828370,0.152,3026
3249.46,736.73,514.14,828385,0.171,3521
3286.93,784.73,514.01,828394,0.158,3110
3527.64,749.0,514.44,828413,0.284,3210
3548.28,738.41,513.98,828416,0.285,3210
3567.74,750.81,513.39,828417,0.248,3210
3167.18,609.5,514.83,828450,0.136,3026
3584.63,809.47,514.07,828473,0.243,3210
3625.71,788.64,512.86,828475,0.423,3210
3647.26,754.58,512.2,828478,0.302,3210
3376.56,328.07,517.55,828505,0.226,3026
3254.48,621.74,515.62,828510,0.151,3521
3312.59,658.78,515.26,828513,0.09,3110
3389.03,731.12,514.76,828541,0.185,3110
1696.87,-31.15,514.04,826635,0.436,3210
1704.15,-37.94,514.17,826648,0.438,3210
1873.94,-40.4,515.52,826668,0.357,3210
1890.67,-41.02,515.22,826670,0.358,3210
1925.22,-40.5,514.67,826674,0.41,3210
2086.54,-13.6,514.93,826678,0.628,3210
2180.14,-29.54,514.47,826689,0.371,3210
2222.56,-15.66,514.83,826696,0.412,3210
2197.03,-29.9,514.24,826697,0.467,3210
2247.95,-30.69,514.86,826702,0.649,3210
2231.29,-44.37,514.7,826707,0.4,3210
2273.48,-15.99,515.26,826709,0.448,3210
2281.71,-31.18,515.03,826710,0.284,3210
2307.14,-16.68,515.06,826711,0.284,3210
2367.38,-46.7,514.86,826730,0.258,3210
2511.6,-19.44,515.22,826759,0.277,3110
2885.32,-23.77,514.8,826775,0.076,3121
2919.41,-24.32,514.63,826779,0.069,3121
3013.04,-40.3,514.47,826786,0.074,3121
3080.93,-41.02,514.34,826788,0.06,3521
3070.62,-26.42,513.85,826793,0.078,3521
3085.68,-26.75,514.21,826795,0.088,3521
2757.99,-37.09,514.27,826812,0.352,3521
2783.32,-52.08,514.24,826817,0.112,3521
3313.67,138.21,515.32,826881,0.183,3521
2260.72,579.55,464.63,828912,0.717,3321
2311.67,528.96,464.76,828918,0.485,3221
2301.69,587.26,464.67,828920,0.591,3221
2244.25,490.64,464.17,828941,0.772,3310
2356.22,450.68,465.16,828951,0.143,3221
2277.09,431.06,465.52,828954,0.453,3210
2242.18,334.4,465.22,828976,0.876,3310
4029.15,695.69,462.7,836241,0.167,3521
4028.92,718.46,463.25,836242,0.079,3521
4085.98,751.2,463.03,836247,0.12,3521
4058.16,691.06,462.43,836262,0.147,3521
4076.63,702.41,462.73,836264,0.18,3521
4010.26,684.96,462.8,836239,0.153,3521
4105.07,740.44,462.5,836248,0.104,3521
4124.33,773.31,463.91,836251,0.147,3521
4039.26,679.88,462.43,836260,0.19,3521
4095.72,713.64,462.7,836266,0.129,3521
1645.92,52.84,466.14,836331,0.436,3210
1648.15,36.7,465.91,836332,0.357,3210
3186.6,119.9,462.11,836373,0.112,3521
3238.01,166.82,463.32,836381,0.137,3026
3414.06,304.25,463.52,836387,0.114,3026
3236.31,125.81,463.29,836395,0.207,3521
3403.89,289.13,464.01,836413,0.091,3521
3376.79,281.35,464.04,836414,0.104,3521
3413.86,277.25,463.48,836419,0.123,3521
3402.78,263.01,463.75,836421,0.146,3521
3388.93,251.4,463.68,836423,0.145,3521
1910.68,56.78,465.52,836327,0.514,3210
1915.6,43.56,464.96,836328,0.519,3210
1719.7,30.76,465.26,836340,0.366,3210
1845.79,29.06,464.53,836354,0.372,3210
1881.81,28.33,464.86,836358,0.527,3210
1953.2,27.74,464.83,836366,0.372,3210
3173.64,106.81,462.01,836371,0.064,3521
3250.25,137.49,463.58,836397,0.377,3521
3392.41,275.58,463.81,836415,0.072,3521
3124.69,34.14,462.89,836452,0.018,3521
1130.14,206.78,411.12,827712,0.956,2310
1161.7,196.71,410.63,827716,0.7,2310
1696.57,129.38,409.94,827733,0.519,3210
1737.62,113.24,410.2,827741,0.45,3210
1771.48,98.64,409.78,827759,0.506,3310
1822.33,112.39,410.7,827764,0.617,3310
3972.3,684.6,462.96,836237,0.068,3521
4048.05,707.27,462.7,836243,0.121,3521
4086.01,729.65,462.63,836246,0.124,3521
1935.32,27.97,464.5,836364,0.375,3210
3170.66,92.38,461.98,836370,0.093,3521
3198.87,115.41,462.47,836374,0.195,3521
3254.22,160.91,462.83,836382,0.148,3026
3462.03,339.59,463.55,836404,0.018,3026
3444.44,321.38,463.22,836408,0.103,3026
3060.62,12.91,464.14,836446,0.053,3121
1369.34,151.5,414.9,836779,0.466,3310
1401.82,160.58,414.93,836782,0.527,3310
1385.68,148.61,414.96,836784,0.45,3310
527.71,494.7,413.32,836792,0.614,2310
670.07,439.68,413.12,836813,0.594,2310
140.14,717.21,413.78,836882,0.493,2310
124.23,711.4,413.55,836883,0.658,2310
75.09,786.4,413.39,836904,0.538,2310
36.6,760.91,413.22,836922,0.549,2310
77.41,729.91,412.89,836928,0.644,2310
4067.31,718.62,462.57,836244,0.142,3521
4124.2,751.46,462.66,836250,0.1,3521
4143.06,763.14,463.45,836252,0.105,3521
4162.09,795.79,464.14,836255,0.106,3121
4180.5,785.16,463.16,836256,0.128,3521
4152.64,746.94,463.09,836272,0.102,3521
1928.33,57.24,465.42,836329,0.489,3210
1683.78,31.06,465.65,836336,0.366,3210
1827.81,29.19,464.57,836352,0.332,3210
3434.57,306.71,463.98,836410,0.133,3026
3096.9,12.26,463.85,836456,0.11,3521
964.13,272.17,413.35,836741,0.423,2310
995.46,258.88,413.81,836746,0.924,2310
1235.39,173.87,413.75,836754,0.68,2310
574.43,473.05,412.7,836795,0.562,2310
422.72,548.84,412.93,836805,0.546,2310
701.14,425.54,413.22,836811,0.685,2310
685.49,432.66,413.25,836812,0.632,2310
663.44,427.35,413.48,836825,0.552,2310
632.4,441.23,413.22,836829,0.663,2310
551.66,464.91,413.16,836839,0.488,2310
142.44,734.47,414.3,836880,0.677,2310
4066.65,740.44,463.35,836245,0.118,3521
4143.03,784.44,464.11,836253,0.098,3521
4134.07,735.81,462.5,836270,0.095,3521
3115.01,45.69,462.6,836450,0.058,3521
1286.01,180.83,414.11,836762,0.56,3310
1303.6,177.15,414.37,836764,0.547,3310
1370.39,165.8,414.47,836780,0.613,3310
452.84,532.73,413.25,836787,0.471,2310
-43.78,824.69,414.07,836942,0.483,2310
1992.28,110.42,413.68,836962,0.563,3310
2069.74,123.84,413.94,836968,0.584,3210
2966.42,337.29,464.37,837032,0.265,3026
3099.66,470.82,462.96,837044,0.176,3110
3004.81,385.22,463.68,837061,0.22,3521
3120.59,460.42,463.35,837073,0.233,3110
3102.48,424.86,463.12,837080,0.198,3110
3047.13,317.41,462.66,837090,0.189,3521
3086.44,342.54,462.47,837092,0.094,3521
3087.39,319.28,462.34,837099,0.15,3521
3090.47,230.01,463.06,837104,0.071,3026
3110.29,242.24,463.32,837105,0.697,3026
3052.25,225.45,463.12,837114,0.195,3026
3168.56,300.18,463.94,837120,0.236,3521
3089.69,273.12,462.76,837129,0.094,3521
3219.34,475.68,463.29,837142,0.163,3026
3377.94,505.93,464.14,837183,0.275,3026
3395.79,541.49,464.4,837190,0.224,3026
3416.16,531.32,464.4,837196,0.149,3026
3436.37,542.64,464.57,837197,0.175,3026
3493.49,580.17,464.83,837200,0.237,3026
3436.8,519.93,464.34,837202,0.207,3026
1438.83,151.27,411.94,827768,0.767,3310
1882.11,125.97,411.45,827784,0.606,3310
1890.54,111.54,410.89,827787,0.629,3310
1903.27,222.17,466.24,830118,0.421,3210
2184.99,237.65,466.6,830123,0.511,3310
2139.95,238.93,466.4,830127,0.408,3210
2050.02,278.23,467.32,830131,0.477,3310
1970.98,259.96,466.99,830133,0.484,3210
155.56,723.94,414.34,836881,0.549,2310
3.73,805.79,413.65,836894,0.425,2310
18.88,811.14,413.42,836896,0.427,2310
62.32,797.56,413.35,836901,0.557,2310
72.69,769.9,412.99,836905,0.557,2310
50.51,750.51,413.25,836924,0.644,2310
1966.98,95.85,412.89,836972,0.503,3310
2085.68,99.76,413.81,836986,0.781,3210
2138.04,122.72,414.01,836993,0.525,3310
2135.81,108.35,413.88,836996,0.595,3310
2817.54,451.69,461.68,837039,0.337,3521
3023.41,397.99,462.76,837062,0.156,3110
3081.19,435.03,462.47,837071,0.174,3110
2969.57,267.97,463.85,837086,0.155,3026
3188.5,289.16,463.62,837109,0.471,3521
3032.76,212.68,463.35,837113,0.102,3521
3185.26,358.85,463.06,837124,0.209,3521
3012.45,223.25,463.45,837125,0.134,3521
3178.76,497.33,463.91,837135,0.283,3026
3217.11,522.13,462.57,837137,0.141,3026
3237.81,511.5,462.83,837140,0.215,3026
3360.88,447.23,463.48,837165,0.29,3026
3208.29,375.48,463.12,837166,0.179,3521
512.62,502.41,413.65,836791,0.587,2310
543.36,486.5,413.22,836793,0.469,2310
607.66,466.62,412.14,836797,0.462,2310
126.27,727.97,413.48,836879,0.628,2310
153.1,707.17,413.68,836884,0.571,2310
71.18,753.6,413.06,836906,0.491,2310
2018.75,124.49,414.47,836959,0.548,3210
2035.88,124.49,414.6,836960,0.507,3210
2077.45,113.21,414.04,836969,0.688,3210
2837.98,233.25,463.91,837029,0.054,3521
3001.96,431.52,462.14,837063,0.152,3110
3100.91,447.56,462.99,837072,0.219,3110
3139.98,471.84,463.68,837074,0.294,3110
3159.86,485.75,463.39,837075,0.196,3026
3029.28,282.63,463.09,837096,0.144,3026
3067.57,307.17,462.47,837098,0.106,3521
3199.99,463.37,463.94,837141,0.083,3026
3214.78,310.03,464.17,837147,0.299,3521
3243.69,373.71,462.93,837159,0.287,3521
3302.64,410.52,463.68,837162,0.528,3026
3243.23,396.18,462.99,837168,0.133,3026
3398.35,495.72,464.07,837188,0.239,3026
3417.54,507.3,464.3,837201,0.131,3026
795.85,712.26,366.11,828106,0.659,2310
674.3,753.6,364.83,828144,0.708,2310
776.27,700.31,366.21,828149,0.595,2310
553.89,771.71,365.12,828169,0.757,2310
574.23,760.91,364.6,828170,0.784,2310
575.12,737.91,364.44,828183,0.604,2310
636.27,705.89,364.11,828186,0.644,2310
451.82,825.18,367.06,828215,0.738,2310
373.25,798.28,366.31,828235,0.637,2310
272.66,828.96,364.9,828241,0.695,2310
333.88,797.17,365.91,828244,0.7,2310
334.27,774.23,365.49,828257,0.758,2310
1251.99,170.95,413.91,836757,0.628,2310
1302.41,162.62,414.37,836767,0.636,3310
1387.19,162.65,414.76,836781,0.59,3310
482.53,517.87,413.85,836789,0.595,2310
437.45,541.46,412.99,836804,0.518,2310
301.59,611.27,414.17,836807,0.739,2310
732.2,411.73,413.58,836809,0.582,2310
716.92,418.75,413.48,836810,0.756,2310
601.43,453.56,412.86,836833,0.463,2310
567.8,459.27,413.16,836837,0.444,2310
150.94,690.34,413.98,836887,0.558,2310
46.18,791.0,413.12,836899,0.536,2310
-30.16,812.95,414.01,836912,0.437,2310
2001.92,124.53,414.27,836958,0.528,3210
3223.22,384.04,462.76,837167,0.248,3521
3281.98,421.31,463.35,837170,0.207,3026
3300.97,433.16,463.75,837171,0.086,3026
3320.79,445.36,463.29,837172,0.172,3026
3222.82,406.75,463.09,837175,0.391,3026
3241.88,419.44,463.22,837176,0.217,3026
3378.76,482.96,463.78,837186,0.28,3026
3492.74,602.97,464.99,837195,0.298,3110
3456.29,532.53,464.5,837203,0.248,3026
3578.73,626.89,466.34,837212,0.37,3210
3727.28,791.59,465.68,837226,0.473,3210
3518.69,657.43,466.04,837231,0.227,3210
3632.2,729.61,466.34,837237,0.287,3210
3654.02,674.89,466.34,837247,0.341,3210
3520.03,613.41,465.68,837249,0.383,3110
3673.77,665.44,465.95,837273,0.278,3210
3473.41,791.1,465.81,837312,0.289,3210
3201.5,171.05,463.09,837407,0.151,3026
3507.04,488.01,464.53,837461,0.163,3026
3495.13,557.47,464.73,837205,0.221,3026
3595.39,663.47,464.3,837217,0.36,3210
3615.51,672.43,466.24,837218,0.346,3210
3764.82,792.57,465.42,837222,0.409,3210
3498.48,668.49,465.55,837227,0.492,3210
3535.62,692.34,466.21,837229,0.3,3210
3501.46,624.23,465.45,837238,0.331,3110
3576.79,671.44,466.5,837242,0.322,3210
3594.97,683.81,466.11,837243,0.36,3210
3633.09,708.48,466.47,837245,0.392,3210
3521.67,590.31,465.35,837252,0.42,3026
3509.4,534.44,464.93,837262,0.25,3026
3523.64,545.1,465.16,837263,0.22,3026
3618.65,605.63,465.35,837268,0.209,3210
3568.88,828.79,466.08,837301,0.297,3210
3493.75,780.96,465.39,837302,0.203,3210
3512.98,793.33,465.49,837305,0.299,3210
3436.73,788.57,465.81,837317,0.216,3210
1737.91,30.76,464.99,836342,0.413,3210
1755.37,30.53,464.57,836344,0.408,3210
3184.99,103.37,462.27,836372,0.018,3521
3197.23,131.94,462.01,836375,0.172,3521
3212.59,126.17,462.43,836376,0.222,3521
3224.92,154.61,462.7,836379,0.182,3026
3406.55,320.23,463.58,836385,0.129,3026
3413.77,306.09,463.62,836388,0.091,3026
3264.0,148.44,463.81,836399,0.129,3026
3111.44,22.62,463.39,836454,0.043,3521
4009.9,706.81,463.35,836240,0.12,3521
4010.81,662.88,462.6,836257,0.141,3521
3212.55,142.7,462.3,836377,0.202,3521
3214.91,109.3,462.7,836392,0.216,3521
3277.91,159.89,463.42,836401,0.098,3026
3363.14,269.9,464.24,836416,0.078,3521
3078.56,13.21,463.62,836448,0.048,3121
3113.7,97.3,462.93,837402,0.038,3521
3192.08,241.65,464.17,837419,0.112,3521
3237.06,200.38,463.52,837424,0.103,3521
2692.74,94.8,462.7,837429,0.134,3521
2807.7,94.15,462.04,837434,0.128,3121
2818.92,73.64,462.43,837442,0.106,3121
3415.73,446.15,464.44,837444,0.437,3026
3430.99,439.75,463.98,837445,0.277,3026
3528.01,478.53,464.17,837466,0.183,3026
3545.98,489.78,464.11,837474,0.19,3110
3307.83,258.74,465.0,837483,0.321,3521
934.34,302.18,413.19,836733,0.446,2310
949.69,295.23,413.16,836736,0.438,2310
965.34,288.77,413.16,836739,0.448,2310
1269.57,183.91,414.24,836759,0.495,2310
1269.28,168.2,414.04,836760,0.546,2310
1319.21,159.99,414.37,836773,0.531,3310
1402.81,145.39,414.83,836786,0.539,3310
678.76,419.74,413.68,836823,0.496,2310
129.09,745.36,413.88,836878,0.561,2310
158.98,669.11,414.01,836891,0.531,2310
3418.62,484.86,464.24,837206,0.265,3026
3456.88,509.76,464.21,837208,0.271,3026
3559.8,614.49,466.11,837211,0.341,3210
3634.99,685.42,466.47,837219,0.365,3210
3575.81,694.08,466.37,837234,0.37,3210
3594.8,706.29,465.98,837235,0.397,3210
3519.74,634.96,465.62,837239,0.275,3110
3614.36,696.41,466.21,837244,0.358,3210
3503.96,555.56,465.03,837254,0.253,3026
3522.92,567.47,465.06,837255,0.321,3026
3542.11,579.97,465.45,837256,0.501,3026
3581.29,580.37,465.72,837266,0.29,3110
3638.01,617.34,465.49,837269,0.249,3210
3675.25,642.38,465.45,837271,0.257,3210
3669.48,755.53,466.37,837276,0.348,3210
3673.48,687.16,466.04,837279,0.29,3210
3672.3,709.53,466.08,837280,0.341,3210
3689.88,744.93,466.08,837285,0.373,3210
3454.38,779.15,465.45,837313,0.229,3210
2049.53,239.52,466.6,830141,0.459,3210
2083.22,219.97,466.6,830147,0.525,3210
2285.35,177.87,465.91,830158,0.576,3310
2319.44,197.2,466.63,830160,0.376,3521
2551.86,336.99,465.65,830169,0.084,3121
2414.13,338.57,466.47,830172,0.137,3221
2437.09,338.54,466.04,830173,0.112,3221
2471.18,318.36,465.68,830178,0.097,3221
2390.47,299.69,466.27,830181,0.218,3221
2794.87,433.91,464.07,830199,0.358,3026
2517.77,357.47,465.91,830242,0.073,3221
3070.03,753.43,480.09,830245,0.305,3026
2890.34,542.83,463.19,830254,0.152,3026
3055.24,672.43,465.39,830268,0.226,3026
3108.39,751.5,465.78,830271,0.171,3026
701.76,801.76,315.95,830322,0.674,2310
396.08,741.75,365.75,828260,0.711,2310
416.0,730.99,365.49,828261,0.718,2310
456.61,709.73,365.45,828263,0.621,2310
579.02,645.72,365.12,828269,0.538,2310
557.83,679.78,364.4,828274,0.602,2310
739.16,630.43,365.55,828283,0.729,2310
779.38,631.09,365.22,828287,0.703,2310
820.82,586.73,365.45,828301,0.84,2310
799.4,620.46,365.62,828303,0.692,2310
860.55,588.57,364.99,828306,0.688,2310
920.92,579.61,364.47,828312,0.697,2310
960.65,580.89,364.27,828314,0.756,2310
1078.01,591.46,364.04,828315,0.657,2310
1100.22,586.44,364.17,828317,0.729,2310
2983.39,468.16,515.88,828336,0.197,3110
2852.91,407.63,515.65,828338,0.212,3521
2889.23,430.99,514.99,828340,0.119,3521
3109.27,615.8,513.58,828367,0.163,3026
3129.06,607.66,513.55,828368,0.192,3026
3128.89,629.91,513.25,828369,0.15,3026
3165.08,652.97,514.21,828373,0.304,3026
3248.71,779.55,514.67,828383,0.177,3110
3308.94,727.58,514.47,828401,0.113,3110
3588.18,739.72,512.93,828420,0.471,3210
1072.17,251.2,412.63,836725,0.419,2310
1086.99,247.1,412.37,836727,0.715,2310
948.08,279.71,413.03,836738,0.429,2310
1253.14,184.63,414.04,836756,0.537,2310
1286.11,165.11,414.37,836765,0.542,3310
1352.64,154.35,414.6,836777,0.466,3310
558.35,478.33,413.03,836794,0.587,2310
639.91,454.09,412.96,836815,0.67,2310
617.05,448.08,412.8,836831,0.47,2310
584.76,456.58,413.03,836835,0.577,2310
137.68,701.1,413.78,836885,0.554,2310
165.31,699.36,414.07,836886,0.508,2310
59.21,780.37,412.99,836902,0.67,2310
130.93,687.59,413.39,836909,0.706,2310
10.85,781.71,413.52,836918,0.568,2310
5.99,822.23,413.42,836893,0.373,2310
48.05,808.12,413.48,836898,0.489,2310
57.6,763.73,413.25,836903,0.577,2310
144.31,677.32,413.78,836907,0.586,2310
-2.97,791.62,413.81,836916,0.495,2310
90.6,718.88,412.86,836930,0.587,2310
2052.68,124.3,414.14,836966,0.511,3210
2035.22,95.52,414.04,836980,0.624,3210
2069.05,96.35,413.98,836984,0.512,3210
2118.72,106.02,413.81,836991,0.552,3310
2154.65,122.66,413.94,836994,0.532,3310
3589.78,796.77,466.17,837001,,3210
3588.83,818.95,466.01,837002,,3210
3607.5,831.35,466.01,837003,,3210
3060.52,468.2,461.91,837033,0.23,3110
2888.08,355.89,463.19,837049,0.15,3026
2907.24,346.84,463.71,837052,0.168,3521
2925.31,359.14,463.91,837055,0.199,3521
3021.38,443.85,461.68,837065,0.244,3110
3043.75,386.99,463.25,837077,0.165,3521
2951.76,255.1,463.75,837085,0.076,3026
3106.75,332.4,462.53,837100,0.116,3521
3013.14,200.28,463.19,837112,0.069,3521
23.87,771.25,413.45,836920,0.564,2310
64.06,739.98,413.06,836926,0.605,2310
103.79,708.19,412.86,836932,0.432,2310
1984.89,124.76,413.91,836957,0.486,3310
2044.34,109.73,414.14,836965,0.61,3210
2121.51,123.15,413.91,836992,0.425,3310
2836.17,441.29,461.42,837040,0.268,3521
3079.32,481.06,462.34,837043,0.162,3110
3118.92,483.12,463.48,837046,0.171,3110
2924.92,382.07,462.83,837054,0.179,3521
3041.65,433.71,461.78,837066,0.186,3110
3024.72,374.69,463.91,837076,0.146,3521
2873.71,205.33,463.78,837081,0.067,3521
3028.23,305.37,463.09,837089,0.117,3521
3066.69,329.91,462.53,837091,0.132,3521
3124.92,367.28,462.66,837094,0.286,3110
3131.22,252.55,463.35,837106,0.111,3521
3149.82,264.39,463.48,837107,0.083,3521
2974.86,175.68,462.86,837110,0.047,3521
3090.7,250.41,462.99,837116,0.098,3521
3129.68,275.77,463.09,837118,0.091,3521
3148.28,287.42,463.42,837119,0.093,3521
3070.1,261.47,462.99,837128,0.125,3521
3315.05,561.08,464.86,830391,0.139,3026
2902.94,415.37,463.81,830399,0.183,3521
3020.23,467.05,461.52,830409,0.214,3110
3095.66,562.68,464.21,830417,0.307,3026
3197.07,533.22,463.88,830437,0.245,3026
3254.91,570.33,464.3,830440,0.075,3026
3211.6,637.16,464.27,830451,0.22,3026
3252.74,616.13,463.42,830456,0.125,3110
3331.45,642.7,464.11,830462,0.093,3110
3328.89,688.73,464.4,830474,0.134,3110
3348.25,701.1,464.34,830475,0.168,3110
3224.89,740.57,464.57,830492,0.127,3521
1542.24,148.74,466.34,830529,0.907,3016
1608.94,116.65,466.63,830549,0.449,3210
1687.62,88.47,466.86,830554,0.582,3210
1755.37,87.55,465.98,830557,0.707,3210
1856.68,105.76,465.98,830563,0.483,3310
3609.21,729.61,512.5,828423,0.447,3210
3038.01,526.33,515.26,828437,0.201,3110
3111.63,573.71,513.68,828442,0.135,3026
3150.15,574.95,515.09,828445,0.165,3026
3168.46,587.19,515.12,828446,0.124,3026
3707.4,745.66,512.63,828482,0.323,3210
3412.03,356.81,517.59,828502,0.148,3026
3231.48,678.07,514.5,828508,0.105,3521
3310.55,704.71,514.6,828538,0.134,3110
3349.1,729.55,514.11,828540,0.141,3110
2009.07,110.35,414.04,836963,0.509,3210
2052.22,95.33,414.04,836982,0.593,3210
2102.15,102.78,413.81,836989,0.637,3310
2152.25,108.52,413.85,836998,0.469,3310
3608.71,809.8,466.04,837004,,3210
2791.72,233.52,464.21,837027,0.054,3121
2854.35,454.02,461.52,837037,0.233,3521
3138.6,495.59,464.11,837048,0.282,3026
2905.17,369.15,463.42,837051,0.192,3521
2983.22,396.74,463.19,837059,0.158,3110
3022.33,420.82,462.07,837064,0.185,3110
2931.75,242.57,463.68,837084,0.069,3521
3008.29,292.83,463.48,837088,0.195,3026
3009.83,270.2,463.25,837095,0.24,3026
3048.41,295.13,462.83,837097,0.15,3521
3033.52,190.08,463.03,837101,0.074,3521
3187.68,312.36,463.75,837121,0.341,3521
3031.98,235.68,463.16,837126,0.208,3521
3108.58,286.44,462.86,837130,0.088,3521
3128.1,298.81,463.16,837131,0.099,3521
3338.96,417.18,463.65,837156,0.163,3026
3224.86,360.55,463.16,837158,0.448,3521
3340.18,458.45,463.48,837173,0.276,3026
3204.68,396.12,462.93,837174,0.174,3026
3261.37,431.75,463.19,837177,0.088,3026
3125.77,134.07,463.58,837409,0.137,3521
3142.97,148.41,463.45,837410,0.285,3026
3158.98,187.52,463.55,837415,0.252,3026
3157.17,212.16,463.91,837416,0.196,3521
3174.72,227.15,464.11,837418,0.144,3521
2762.09,94.25,462.24,837432,0.156,3121
3433.45,416.16,464.21,837448,0.218,3026
3489.06,453.73,464.01,837459,0.131,3026
3526.0,500.31,464.34,837465,0.18,3026
3565.28,501.96,464.3,837472,0.165,3110
3247.26,307.73,464.8,837476,0.24,3521
3337.65,309.63,464.3,837493,0.055,3521
3224.3,319.28,464.37,837148,0.366,3521
3210.32,329.61,464.3,837149,0.284,3521
3284.07,375.12,463.68,837153,0.183,3026
3205.53,348.38,463.91,837157,0.215,3521
3262.45,408.48,463.45,837169,0.352,3026
3300.18,456.35,463.58,837179,0.198,3026
3358.39,493.39,463.91,837182,0.284,3026
3359.4,470.43,463.91,837185,0.396,3026
3475.61,545.1,464.57,837204,0.286,3026
3616.69,651.07,466.21,837214,0.31,3210
3558.68,637.52,466.04,837215,0.36,3210
3652.97,698.05,466.4,837220,0.507,3210
3741.75,802.15,465.16,837225,0.379,3210
3537.16,670.26,466.11,837232,0.209,3210
3560.91,591.98,465.81,837257,0.38,3110
3579.58,603.83,466.11,837258,0.338,3210
3618.1,628.1,466.11,837260,0.33,3210
3668.33,801.04,465.75,837274,0.301,3210
3693.98,654.55,465.42,837281,0.285,3210
3492.08,825.48,467.03,837307,0.312,3210
3436.9,745.0,464.8,837316,0.241,3210
4237.03,805.24,515.12,828651,0.114,3121
4267.18,823.25,515.12,828652,0.1,3121
2183.09,120.98,463.75,830583,0.752,3310
2205.4,120.62,463.68,830584,0.621,3310
2578.23,136.86,463.78,830588,0.16,3521
2463.34,138.34,464.53,830590,0.097,3521
2877.68,132.8,463.88,830615,0.064,3121
2194.15,101.36,463.68,830632,0.65,3310
2554.94,96.94,463.78,830643,0.155,3521
2399.1,137.36,464.14,830649,0.251,3521
2417.54,138.96,464.27,830652,0.173,3521
2416.98,98.44,464.6,830659,0.31,3521
2451.14,78.43,464.86,830665,0.285,3026
2634.83,76.07,463.35,830673,0.177,3521
2910.98,72.23,463.85,830680,0.104,3121
3232.11,222.3,464.7,830687,0.115,3521
3235.94,289.75,466.31,830699,0.17,3521
3016.98,71.02,464.86,830708,0.055,3521
3072.2,90.6,464.24,830727,0.045,3521
2422.03,375.61,416.6,830754,0.226,3221
2596.74,373.44,416.96,830767,0.099,3121
2408.42,310.88,416.04,830788,0.188,3221
2608.48,308.52,416.86,830796,0.066,3121
2633.39,308.09,416.99,830797,0.152,3121
2470.56,288.44,415.78,830800,0.154,3521
2570.62,287.13,416.31,830804,0.054,3121
2744.97,241.36,416.96,830817,0.055,3121
3147.36,310.94,463.58,837132,0.211,3521
3225.45,339.13,463.78,837150,0.26,3521
3283.19,397.92,463.48,837161,0.498,3026
3399.56,472.59,463.78,837187,0.333,3026
3397.46,518.72,464.27,837189,0.164,3026
3454.65,555.79,464.57,837198,0.186,3026
3474.2,567.67,464.67,837199,0.347,3026
3496.21,534.5,464.5,837210,0.244,3026
3577.55,648.84,466.4,837216,0.358,3210
3556.98,659.27,466.21,837241,0.303,3210
3501.36,601.1,465.06,837251,0.252,3110
3598.77,615.6,466.08,837259,0.251,3210
3636.67,640.18,466.08,837261,0.348,3210
3655.07,653.1,465.95,837272,0.249,3210
3668.65,777.91,466.24,837275,0.356,3210
3530.47,827.71,466.34,837297,0.303,3210
3531.55,805.43,466.24,837304,0.216,3210
3474.86,768.98,465.19,837314,0.184,3210
3455.93,757.27,464.99,837315,0.238,3210
3435.81,767.05,465.06,837318,0.228,3210
3528.96,455.2,464.07,837467,0.182,3026
3248.97,281.48,465.62,837479,0.188,3521
3303.04,280.66,464.83,837482,0.224,3521
2267.97,567.64,464.3,828913,0.562,3321
2293.49,599.3,465.09,828919,0.563,3321
2289.46,528.89,464.44,828925,0.564,3210
2356.48,489.46,464.76,828935,0.164,3221
2389.82,430.66,464.93,828960,0.154,3221
2321.02,352.91,464.27,828971,0.181,3221
2321.48,392.01,465.03,828974,0.189,3221
2821.21,327.12,416.9,830836,0.036,3521
2846.77,370.2,415.65,830840,0.049,3026
2410.22,440.8,417.75,830845,0.207,3221
2372.36,419.54,416.83,830851,0.117,3221
2397.26,419.25,417.19,830852,0.15,3221
2950.81,377.91,416.83,830887,0.175,3026
3026.27,473.54,418.14,830897,0.15,3110
