EAST,NORTH,RL,HOLEID,PL_CU,lookup_domain
2766.46,115.01,414.76,850055,0.167,3121
2748.97,115.24,414.9,850058,0.171,3121
2738.8,100.87,414.57,850060,0.105,3121
2790.87,100.91,414.63,850062,0.129,3121
247.66,741.88,364.04,850176,0.619,2310
152.55,784.24,364.6,850180,0.502,2310
2253.3,569.64,365.42,845501,0.526,3321
2241.56,550.58,365.22,845503,0.422,3310
2061.57,552.81,365.98,845511,0.624,3310
1847.95,575.15,366.21,845528,0.701,3310
1441.56,421.38,366.17,845536,0.483,3310
1398.67,369.41,366.14,845540,0.701,3310
1451.17,341.03,366.54,845555,0.53,3310
1495.52,333.45,365.09,845558,0.531,3310
1355.76,316.98,366.73,845567,0.637,3310
1363.67,295.72,366.83,845574,0.557,3310
1349.3,278.6,366.7,845580,0.617,3310
1393.92,271.31,366.47,845582,0.522,3310
1180.27,324.46,367.32,845596,0.427,2210
897.49,479.88,365.32,845607,0.747,2310
915.87,492.9,365.52,845609,0.701,2310
981.55,420.43,365.58,845614,0.5,2310
1214.09,353.43,366.73,845622,0.512,2210
1242.97,361.24,366.37,845626,0.568,2210
1258.52,376.2,366.04,845627,0.457,2310
1301.23,405.6,366.8,845632,0.521,2310
1329.25,459.47,366.27,845633,0.506,3310
2299.49,655.27,364.73,845641,0.459,3221
2333.85,634.83,365.52,845650,0.614,3221
2322.1,614.91,365.39,845651,0.551,3221
2356.84,713.14,365.52,845652,1.028,3521
346.21,815.7,314.44,850359,0.688,2310
251.43,813.93,314.96,850431,0.77,2310
298.77,771.67,314.86,850438,0.919,2310
1109.99,320.69,366.17,850533,0.501,2210
906.52,410.94,362.57,850552,0.549,2310
940.6,395.23,362.66,850554,0.595,2310
1203.43,290.83,366.08,850581,0.581,2210
1272.3,270.98,366.11,850593,0.502,2310
1260.85,257.27,366.31,850594,0.576,2310
1785.72,209.4,363.88,850662,0.46,3310
1865.44,176.56,363.29,850685,0.667,3310
1442.47,215.31,364.83,850733,0.556,3310
3493.69,797.0,362.37,850748,0.452,3210
2327.41,731.02,366.14,845653,0.484,3221
2345.43,694.7,365.49,845655,1.175,3221
2368.1,654.51,365.19,845661,0.444,3221
2343.82,454.71,364.99,845682,0.33,3221
1993.39,514.75,366.21,845684,0.743,3310
1981.98,495.56,365.49,845685,0.596,3310
1959.37,495.66,365.22,845686,0.668,3310
1508.29,423.25,364.47,845705,0.508,3310
1542.05,403.4,365.49,845714,0.584,3310
1508.09,384.5,364.96,845718,0.5,3310
1564.0,364.13,366.08,845726,0.423,3310
1822.99,380.33,366.11,845739,0.41,3310
1845.62,380.17,366.17,845744,0.569,3310
1867.87,379.68,366.44,845745,0.575,3310
1957.86,378.66,365.91,845758,0.566,3310
1980.53,378.27,365.85,845759,0.515,3310
2047.82,377.41,366.4,845762,0.668,3310
2309.57,514.98,364.7,845770,0.441,3221
2309.4,474.82,364.83,845772,0.365,3221
2298.05,495.13,364.93,845773,0.383,3221
2320.98,494.77,364.37,845774,0.2,3221
2344.28,534.73,365.85,845778,0.268,3221
2355.14,434.7,365.03,845797,0.242,3221
2515.8,433.09,366.08,845804,0.142,3221
2320.92,454.61,364.34,845809,0.363,3221
2389.29,414.19,364.93,845821,0.206,3221
2435.26,413.8,365.85,845823,0.148,3221
2504.42,413.27,366.27,845826,0.114,3221
2400.77,394.15,365.22,845836,0.268,3221
2446.74,393.95,365.52,845838,0.185,3221
2515.7,393.29,366.24,845841,0.099,3221
2343.06,374.59,365.39,845848,0.399,3521
2481.02,373.58,365.58,845854,0.117,3221
2526.99,373.25,366.5,845856,0.08,3221
2354.28,354.55,365.45,845863,0.283,3521
2469.51,354.02,365.29,845868,0.163,3121
2964.98,446.87,366.44,845875,0.15,3521
3060.06,507.34,365.65,845880,0.104,3110
2563.14,552.78,365.42,845890,0.393,3521
2597.23,492.7,366.11,845894,0.165,3521
2608.29,472.49,366.14,845896,0.117,3521
2654.09,432.17,365.68,845903,0.062,3521
2792.01,430.89,366.31,845913,0.058,3026
2619.31,372.13,365.78,845926,0.066,3221
2642.05,372.1,365.45,845927,0.062,3521
2665.05,371.94,365.55,845928,0.065,3521
2884.01,430.01,366.6,845938,0.115,3026
3070.49,699.36,364.21,845957,0.298,3026
3107.83,746.18,364.86,845960,0.196,3026
3135.52,555.96,365.29,845970,0.149,3026
2722.59,391.33,366.08,845973,0.018,3521
2745.79,391.19,366.01,845977,0.042,3521
2779.97,372.36,366.5,845982,0.05,3521
2814.85,390.83,366.5,845987,0.055,3521
1362.65,327.55,412.93,846043,0.612,3210
1347.59,310.75,412.53,846044,0.552,3210
1273.12,343.03,412.53,846059,0.55,2210
1267.05,304.12,412.2,846088,0.395,2210
1385.91,264.16,412.7,846098,0.678,3310
1364.03,267.9,412.66,846099,0.501,3310
1459.93,232.3,411.98,846102,0.572,3310
1416.0,239.0,412.93,846104,0.511,3310
1401.59,221.67,412.99,846121,0.751,3310
1074.1,433.94,414.5,846138,0.571,2310
975.77,435.98,414.44,846151,0.668,2310
1107.76,290.21,412.83,846159,0.526,2310
2205.83,122.76,414.53,844029,0.58,3310
2550.35,88.47,414.8,844067,0.244,3521
2635.35,87.52,415.39,844081,0.105,3521
2652.61,86.86,415.22,844083,0.132,3521
70.33,828.76,364.24,844162,0.598,2310
876.89,445.1,413.35,846190,0.544,2310
3053.27,324.76,416.63,846223,0.139,3026
3150.94,386.57,416.83,846228,0.121,3521
3131.71,350.84,416.67,846233,0.072,3521
3373.97,697.23,414.27,846257,0.185,3210
3259.07,599.43,415.78,846263,0.108,3026
3375.91,673.9,414.4,846269,0.328,3521
3414.75,699.1,414.57,846271,0.161,3210
3141.13,571.67,415.95,846279,0.147,3110
3259.86,577.22,415.72,846290,0.095,3026
3376.92,650.94,414.96,846296,0.167,3521
3357.07,616.23,416.34,846311,0.147,3026
3243.26,517.83,416.34,846322,0.174,3026
3301.36,555.56,415.35,846325,0.084,3026
3360.12,591.69,415.45,846328,0.097,3026
3457.43,631.58,414.4,846351,0.075,3026
3488.37,700.09,414.07,846359,0.381,3210
3544.87,736.34,414.24,846362,0.313,3210
3563.86,748.48,413.98,846363,0.413,3210
3526.96,701.86,414.14,846367,0.387,3210
3657.83,809.7,414.6,846411,0.304,3210
2050.77,531.12,364.93,846468,0.707,3310
2150.22,472.69,363.98,846478,0.74,3310
2195.03,472.49,363.85,846480,0.584,3321
2262.98,471.38,363.78,846483,0.507,3221
2116.06,454.51,364.4,846486,0.693,3310
1991.59,436.47,364.93,846496,0.475,3310
2149.69,434.17,364.14,846503,0.595,3310
2585.35,592.54,364.86,846528,0.447,3521
2550.81,574.13,364.4,846534,0.21,3521
2563.24,633.16,365.55,846535,0.255,3521
2732.86,572.69,364.6,846536,0.661,3521
2724.56,631.48,365.42,846541,0.276,3521
2758.32,491.39,364.93,846548,0.076,3026
2769.8,471.41,364.96,846561,0.079,3026
2826.89,450.81,365.32,846571,0.128,3026
2481.58,454.74,364.86,846583,0.111,3221
2937.13,361.83,366.08,844703,0.09,3521
2991.65,363.96,367.13,844724,0.197,3521
3397.85,675.45,363.78,844753,0.178,3026
2252.91,615.93,364.21,846587,0.358,3321
2036.14,396.8,365.75,846602,1.004,3310
2059.11,396.54,365.45,846604,0.637,3310
2126.33,356.78,364.8,846622,0.961,3310
2654.45,512.19,364.99,846627,0.12,3521
2355.86,554.28,364.4,846631,0.149,3221
2608.98,552.05,364.76,846639,0.419,3521
2700.97,511.83,364.76,846646,0.209,3026
2746.87,551.07,364.83,846648,0.161,3521
2620.1,532.2,364.63,846650,0.263,3521
2769.7,550.87,364.99,846659,0.146,3521
2861.47,510.32,364.86,846672,0.223,3521
2981.12,504.06,364.93,846675,0.092,3521
3038.96,540.08,364.27,846678,0.184,3110
3279.58,832.17,363.29,846777,0.202,3521
1688.34,232.5,413.32,845002,0.488,3210
1658.29,257.34,413.52,845007,0.564,3210
1549.04,216.36,413.22,845012,0.573,3310
1556.68,195.43,412.5,845036,0.611,3310
1135.58,405.6,414.67,845059,0.517,2210
1137.59,383.19,414.5,845060,0.485,2210
1110.98,429.35,414.96,845062,0.435,2210
1194.7,400.74,415.03,845074,0.432,2310
1180.76,342.01,414.57,845082,0.365,2210
1004.91,336.57,414.53,845117,0.497,2310
1789.16,232.14,411.55,845126,0.453,3210
1811.4,231.48,412.6,845127,0.477,3210
1833.94,230.5,412.5,845128,0.429,3210
1799.79,212.55,411.98,845135,0.581,3210
1844.84,211.8,412.8,845137,0.501,3210
1765.77,193.46,412.53,845145,0.455,3210
1912.39,210.42,413.48,845155,0.404,3210
1979.88,209.86,414.6,845158,0.441,3210
2024.69,209.57,414.34,845167,0.71,3210
1623.31,184.47,413.55,845216,0.315,3210
1709.6,174.92,413.39,845217,0.374,3210
1976.79,334.83,364.99,846858,0.446,3310
